stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\trabalho PI\Em-busca-do-Hardware-perdido\JogoPi2\Debug\allegro5.cfg r
display  D   display_settings.c:212  debug_display_settings           [   0.06334] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06341] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06349] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06356] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06363] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06371] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06378] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06385] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06393] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06400] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06407] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06415] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06422] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06430] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06437] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06444] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06451] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06459] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06466] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06473] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06480] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06488] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06496] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06504] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06512] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06520] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06527] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06535] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06542] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06550] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06557] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06565] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06572] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06580] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06587] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06595] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06603] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06611] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06618] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06627] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06635] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06642] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06650] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06658] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06665] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06673] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06680] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06687] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06694] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06702] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06709] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06717] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06723] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06731] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06738] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06746] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06753] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06761] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06768] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06775] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06783] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06791] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06799] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06807] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06814] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06821] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06828] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06835] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06843] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06850] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06857] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06864] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06871] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06879] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06886] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06894] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06901] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06909] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06916] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06923] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1678 d3d_create_display_internals     [   0.06933] Trying format 0.
d3d      I         d3d_disp.cpp:1354 d3d_display_thread_proc          [   0.06986] Chose a display format: 23
d3d      I         d3d_disp.cpp:1423 d3d_display_thread_proc          [   0.06994] Normal window.
d3d      I         d3d_disp.cpp:791  d3d_create_device                [   0.09141] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:849  d3d_create_device                [   0.17330] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:857  d3d_create_device                [   0.17343] Success
d3d      D         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.17355] Resumed after wait.
d3d      I         d3d_disp.cpp:1734 d3d_create_display_internals     [   0.17369] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1765 d3d_create_display_internals     [   0.17381] Returning d3d_display: 0292E768
d3d      D         d3d_disp.cpp:1790 d3d_create_display_locked        [   0.17389] al_display=0292E768
d3d      D         d3d_disp.cpp:1791 d3d_create_display_locked        [   0.17397] al_display->vt=0292BEF8
system   D            wsystem.c:799  maybe_parent_dir                 [   0.17419] Also searching C:\trabalho PI\Em-busca-do-Hardware-perdido\JogoPi2\
system   D            wsystem.c:854  _al_win_safe_load_library        [   0.17437] PathFindOnPath found: C:\Windows\system32\d3dx9_43.dll
system   D            wsystem.c:760  load_library_at_path             [   0.17445] Calling LoadLibrary C:\Windows\system32\d3dx9_43.dll
system   I            wsystem.c:763  load_library_at_path             [   0.17586] Loaded C:\Windows\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.17598] Module "d3dx9_43.dll" loaded.
dtor     D               dtor.c:196  _al_register_destructor          [   0.17618] added dtor for queue 00DC43A0, func 790B154B
audio-dsound I           dsound.cpp:271  _dsound_open                     [   0.17811] Starting DirectSound...
audio-dsound D           dsound.cpp:280  _dsound_open                     [   0.23297] DirectSoundCreate8 succeeded
audio-dsound I           dsound.cpp:73   get_window                       [   0.23308] Using desktop window: 00010010
audio    I              audio.c:347  do_install_audio                 [   0.23326] Using DirectSound driver
audio-dsound D           dsound.cpp:311  _dsound_allocate_voice           [   0.23341] Allocating voice
audio-dsound D           dsound.cpp:370  _dsound_allocate_voice           [   0.23349] Allocated voice
dtor     D               dtor.c:196  _al_register_destructor          [   0.23358] added dtor for voice 0799FEE0, func 794813DE
dtor     D               dtor.c:196  _al_register_destructor          [   0.23367] added dtor for mixer 079A5D78, func 794813F2
audio-dsound D           dsound.cpp:466  _dsound_start_voice              [   0.23377] Starting voice
audio-dsound D           dsound.cpp:494  _dsound_start_voice              [   0.23385] CreateSoundBuffer
audio-dsound D           dsound.cpp:502  _dsound_start_voice              [   0.23587] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:508  _dsound_start_voice              [   0.23603] Starting _dsound_update thread
audio-dsound I           dsound.cpp:518  _dsound_start_voice              [   0.23618] Voice started
dtor     D               dtor.c:196  _al_register_destructor          [   0.23657] added dtor for sample_instance 079601D8, func 7948122B
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.23667] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23675] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23687] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.23697] added dtor for sample_instance 0795FD78, func 7948122B
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.23709] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23717] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23725] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.23733] added dtor for sample_instance 0795FC60, func 7948122B
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.23742] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23749] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23757] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.23766] added dtor for sample_instance 07960638, func 7948122B
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.23774] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23782] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23790] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.23798] added dtor for sample_instance 079602F0, func 7948122B
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.23806] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23813] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23820] 
d3d      I         d3d_disp.cpp:1778 d3d_create_display_locked        [   0.23903] faux_fullscreen=0
d3d      D         d3d_disp.cpp:1779 d3d_create_display_locked        [   0.23913] al_display=0BFC2BC0
d3d      D         d3d_disp.cpp:1780 d3d_create_display_locked        [   0.23921] al_display->vt=0292BEF8
d3d      I d3d_display_formats.cpp:144  _al_d3d_generate_display_format_list [   0.23937] found 160 format combinations
display  D   display_settings.c:212  debug_display_settings           [   0.23945] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.23953] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.23961] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.23973] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.23981] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.23989] Score is : 726
display  D   display_settings.c:212  debug_display_settings           [   0.23997] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.24004] Score is : 721
display  D   display_settings.c:212  debug_display_settings           [   0.24012] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.24021] Score is : 717
display  D   display_settings.c:212  debug_display_settings           [   0.24028] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.24037] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.24045] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.24053] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.24060] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.24070] Score is : 726
display  D   display_settings.c:212  debug_display_settings           [   0.24077] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.24086] Score is : 721
display  D   display_settings.c:212  debug_display_settings           [   0.24093] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.24101] Score is : 717
display  D   display_settings.c:212  debug_display_settings           [   0.24110] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.24118] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.24126] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.24134] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.24141] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.24150] Score is : 726
display  D   display_settings.c:212  debug_display_settings           [   0.24157] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.24166] Score is : 721
display  D   display_settings.c:212  debug_display_settings           [   0.24173] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.24181] Score is : 717
display  D   display_settings.c:212  debug_display_settings           [   0.24189] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.24196] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.24204] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.24212] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.24219] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.24227] Score is : 726
display  D   display_settings.c:212  debug_display_settings           [   0.24235] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.24243] Score is : 721
display  D   display_settings.c:212  debug_display_settings           [   0.24251] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.24259] Score is : 717
display  D   display_settings.c:212  debug_display_settings           [   0.24267] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.24276] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.24283] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.24291] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.24299] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.24306] Score is : 726
display  D   display_settings.c:212  debug_display_settings           [   0.24314] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.24322] Score is : 721
display  D   display_settings.c:212  debug_display_settings           [   0.24330] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.24338] Score is : 717
display  D   display_settings.c:212  debug_display_settings           [   0.24346] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.24354] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.24363] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.24371] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.24379] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.24387] Score is : 726
display  D   display_settings.c:212  debug_display_settings           [   0.24394] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.24402] Score is : 721
display  D   display_settings.c:212  debug_display_settings           [   0.24409] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.24417] Score is : 717
display  D   display_settings.c:212  debug_display_settings           [   0.24424] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.24433] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.24442] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.24450] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.24458] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.24469] Score is : 726
display  D   display_settings.c:212  debug_display_settings           [   0.24478] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.24486] Score is : 721
display  D   display_settings.c:212  debug_display_settings           [   0.24495] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.24503] Score is : 717
display  D   display_settings.c:212  debug_display_settings           [   0.24511] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.24521] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.24528] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.24538] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.24548] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.24556] Score is : 726
display  D   display_settings.c:212  debug_display_settings           [   0.24565] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.24573] Score is : 721
display  D   display_settings.c:212  debug_display_settings           [   0.24582] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.24591] Score is : 717
display  D   display_settings.c:212  debug_display_settings           [   0.24604] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.24612] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.24621] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.24629] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.24638] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.24648] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.24658] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.24669] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.24678] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.24689] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.24698] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.24707] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.24715] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.24724] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.24732] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.24740] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.24748] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.24757] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.24766] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.24775] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.24784] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.24792] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.24800] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.24808] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.24816] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.24823] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.24831] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.24839] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.24847] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.24855] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.24864] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.24872] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.24880] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.24888] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.24896] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.24904] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.24915] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.24924] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.24933] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.24947] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.24955] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.24964] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.24976] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.24988] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.24996] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25003] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25011] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
